student_name,student_id,cgpa,internals,attendance,Fees_Amount_Due,financial_default,financial_default_encoded,financial_risk,attendance_risk,internals_risk,cgpa_risk,final_risk_score,risk_category,counselling_suggestions,financial_aid_suggestion,mentor_name
Ritika Patel,STU259,3.4,4.0,41.0,95507.0,large,4.0,8,9,8,8,8.3,High Risk,Explore financial aid options; develop effective study strategies; address internal/attendance issues.,Urgent: Connect with financial aid office for grants/emergency funds.,Simran Kaur
Maya Saxena,STU260,9.2,5.0,95.0,0.0,none,0.0,0,0,8,0,1.2,Low Risk,Address internal issues; explore academic support; consider extracurricular involvement.,No immediate action needed.,Priya Nair
Tanya Chopra,STU261,4.2,4.0,60.0,97196.0,large,4.0,8,7,8,8,7.7,High Risk,Develop effective study strategies; address internal issues; improve attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Arjun Malhotra
Aarti Reddy,STU262,6.5,3.0,66.0,0.0,none,0.0,0,4,8,4,2.8,Low Risk,Address internal issues; improve attendance; improve study skills.,No immediate action needed.,Tanya Bhatia
Manav Gupta,STU263,7.6,1.0,91.0,102645.0,very_large,5.0,10,0,2,2,5.0,Medium Risk,Explore financial aid options; improve study skills; maintain perfect attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Siddharth Jain
Pooja Mehta,STU264,4.8,0.0,59.0,128137.0,very_large,5.0,10,7,0,8,7.3999999999999995,High Risk,Seek financial aid; develop effective study strategies; improve attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Priya Nair
Siddharth Bhat,STU265,7.8,2.0,70.0,0.0,none,0.0,0,4,6,2,2.3,Low Risk,Address internal issues; improve attendance; improve study skills.,No immediate action needed.,Sanya Khanna
Tanya Rao,STU266,5.3,3.0,84.0,122608.0,very_large,5.0,10,0,8,6,6.300000000000001,Medium Risk,Seek financial aid; develop effective study strategies; address internal issues.,Urgent: Connect with financial aid office for grants/emergency funds.,Tanya Bhatia
Kavya Bhat,STU267,6.5,1.0,37.0,0.0,none,0.0,0,9,2,4,3.3999999999999995,Low Risk,Address attendance issues; maintain good internal standing; maintain academic performance.,No immediate action needed.,Aditya Rao
Pooja Nair,STU268,7.2,1.0,39.0,76676.0,medium,3.0,6,9,2,2,5.9,Medium Risk,Address financial concerns; improve study skills; address attendance issues.,Action: Discuss fee installment plans or work-study options.,Aarav Sharma
Rekha Menon,STU269,5.5,2.0,38.0,35735.0,very_small,1.0,1,9,6,6,4.65,Medium Risk,Improve study habits; address internal/attendance issues; seek academic support.,No immediate action needed.,Isha Patel
Gaurav Kapoor,STU270,9.3,5.0,58.0,69646.0,medium,3.0,6,7,8,0,6.000000000000001,Medium Risk,Address internal issues; improve attendance; explore academic support.,Action: Discuss fee installment plans or work-study options.,Rohan Mehta
Manav Banerjee,STU271,4.3,6.0,56.0,33314.0,very_small,1.0,1,7,8,8,4.55,Medium Risk,Address internal issues; improve attendance; develop effective study strategies.,No immediate action needed.,Ananya Gupta
Aarav Khanna,STU272,8.6,5.0,46.0,26726.0,very_small,1.0,1,9,8,0,4.35,Medium Risk,Address internal issues; improve attendance; explore academic support.,No immediate action needed.,Kunal Verma
Nikhil Iyer,STU273,7.6,6.0,53.0,7067.0,very_small,1.0,1,7,8,2,3.95,Low Risk,Address internal issues; improve attendance; explore academic support.,No immediate action needed.,Rahul Kapoor
Suresh Agarwal,STU274,4.6,2.0,94.0,0.0,none,0.0,0,0,6,8,1.7,Low Risk,Develop effective study strategies; address internal issues; maintain perfect attendance.,No immediate action needed.,Nikita Iyer
Ishita Banerjee,STU275,3.7,0.0,83.0,0.0,none,0.0,0,0,0,8,0.8,Low Risk,Develop effective study strategies; explore advanced coursework; maintain perfect attendance.,No immediate action needed.,Arjun Malhotra
Rekha Mehta,STU276,5.1,0.0,56.0,0.0,none,0.0,0,7,0,6,2.7,Low Risk,Improve study habits; maintain good internal standing; improve attendance.,No immediate action needed.,Simran Kaur
Ananya Iyer,STU277,3.7,1.0,92.0,80574.0,large,4.0,8,0,2,8,4.7,Medium Risk,Explore financial aid options; develop effective study strategies; maintain perfect attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Priya Nair
Simran Chopra,STU278,5.7,2.0,49.0,65166.0,medium,3.0,6,9,6,6,6.9,Medium Risk,Improve study habits; address internal/attendance issues; seek academic support.,Action: Discuss fee installment plans or work-study options.,Vikram Singh
Aarti Menon,STU279,8.1,5.0,36.0,91408.0,large,4.0,8,9,8,0,7.5,High Risk,Explore financial aid options; address internal/attendance issues; improve study skills.,Urgent: Connect with financial aid office for grants/emergency funds.,Tanya Bhatia
Harsh Bose,STU280,5.1,3.0,52.0,0.0,none,0.0,0,7,8,6,3.9,Low Risk,Address internal issues; improve attendance; improve study habits.,No immediate action needed.,Manish Joshi
Rahul Chopra,STU281,4.3,5.0,78.0,5818.0,very_small,1.0,1,0,8,8,2.45,Low Risk,Develop effective study strategies; address internal issues; maintain perfect attendance.,No immediate action needed.,Neha Choudhary
Abhay Patel,STU282,6.5,6.0,77.0,64878.0,medium,3.0,6,0,8,4,4.300000000000001,Medium Risk,Address internal issues; improve study skills; maintain perfect attendance.,Action: Discuss fee installment plans or work-study options.,Sanya Khanna
Raj Agarwal,STU283,4.1,1.0,59.0,42989.0,small,2.0,3,7,2,8,4.55,Medium Risk,Improve study skills; improve attendance; maintain good internal standing.,No immediate action needed.,Aditya Rao
Rohan Nair,STU284,8.3,6.0,38.0,64753.0,medium,3.0,6,9,8,0,6.6000000000000005,Medium Risk,Explore financial aid options; address internal issues; improve attendance.,Action: Discuss fee installment plans or work-study options.,Meera Desai
Divya Trivedi,STU285,5.7,1.0,59.0,60094.0,medium,3.0,6,7,2,6,5.700000000000001,Medium Risk,Improve study habits; maintain good internal standing; improve attendance.,Action: Discuss fee installment plans or work-study options.,Aarav Sharma
Divya Desai,STU286,8.7,2.0,40.0,72934.0,medium,3.0,6,9,6,0,6.300000000000001,Medium Risk,Address financial concerns; address internal issues; improve attendance.,Action: Discuss fee installment plans or work-study options.,Rahul Kapoor
Ashwin Nair,STU287,7.0,5.0,35.0,145570.0,very_large,5.0,10,9,8,4,8.799999999999999,High Risk,Explore financial aid options; develop effective study strategies; address internal/attendance issues.,Urgent: Connect with financial aid office for grants/emergency funds.,Vikram Singh
Varun Mishra,STU288,9.2,6.0,97.0,82142.0,large,4.0,8,0,8,0,4.8,Medium Risk,Explore financial aid options; address internal issues; maintain perfect attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Meera Desai
Anjali Iyer,STU289,8.4,6.0,96.0,0.0,none,0.0,0,0,8,0,1.2,Low Risk,Address internal issues; explore academic support; consider extracurricular involvement.,No immediate action needed.,Rahul Kapoor
Sahil Bhat,STU290,6.3,4.0,99.0,0.0,none,0.0,0,0,8,4,1.6,Low Risk,Address internal issues; improve study skills; maintain perfect attendance.,No immediate action needed.,Nikita Iyer
Sanya Pillai,STU291,6.6,0.0,80.0,68197.0,medium,3.0,6,0,0,4,3.1,Low Risk,Maintain excellent academic performance; explore extracurriculars; maintain perfect attendance.,Action: Discuss fee installment plans or work-study options.,Arjun Malhotra
Anjali Nair,STU292,6.3,5.0,63.0,27285.0,very_small,1.0,1,7,8,4,4.15,Medium Risk,Address internal issues; improve attendance; improve study skills.,No immediate action needed.,Nikita Iyer
Neha Kapoor,STU293,3.7,0.0,82.0,128879.0,very_large,5.0,10,0,0,8,5.3,Medium Risk,Seek financial aid; develop effective study strategies; maintain perfect attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Arjun Malhotra
Alok Khanna,STU294,5.3,3.0,71.0,0.0,none,0.0,0,4,8,6,3.0,Low Risk,Address internal issues; improve attendance; improve study habits.,No immediate action needed.,Pooja Menon
Ritu Chopra,STU295,8.2,2.0,56.0,42527.0,small,2.0,3,7,6,0,4.35,Medium Risk,Address financial concerns; address internal issues; improve attendance.,No immediate action needed.,Simran Kaur
Kabir Dutta,STU296,7.0,0.0,95.0,35646.0,very_small,1.0,1,0,0,4,0.8500000000000001,Low Risk,Maintain excellent academic performance; explore extracurriculars; address financial concerns.,No immediate action needed.,Neha Choudhary
Sanya Mishra,STU297,7.7,4.0,40.0,68240.0,medium,3.0,6,9,8,2,6.800000000000001,Medium Risk,Explore financial aid options; address internal issues; improve attendance.,Action: Discuss fee installment plans or work-study options.,Dev Patel
Kavya Mehta,STU298,8.0,1.0,53.0,138596.0,very_large,5.0,10,7,2,2,7.1,High Risk,Explore financial aid options; improve study skills; improve attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Isha Patel
Anjali Mehta,STU299,6.1,3.0,77.0,56158.0,small,2.0,3,0,8,4,2.9499999999999997,Low Risk,Address internal issues; improve study skills; maintain perfect attendance.,No immediate action needed.,Tanya Bhatia
Aarav Bhat,STU300,3.1,1.0,62.0,97431.0,large,4.0,8,7,2,8,6.8,Medium Risk,Explore financial aid options; develop effective study strategies; improve attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Manish Joshi
Sahil Pillai,STU301,8.2,4.0,95.0,0.0,none,0.0,0,0,8,0,1.2,Low Risk,Seek counseling to address internal struggles; Develop stress management techniques; Explore extracurricular activities.,No immediate action needed.,Aarav Sharma
Amit Khanna,STU302,3.3,0.0,99.0,0.0,none,0.0,0,0,0,8,0.8,Low Risk,Intensify study efforts; Seek academic tutoring; Review study habits and time management.,No immediate action needed.,Isha Patel
Sanya Malhotra,STU303,3.5,4.0,36.0,0.0,none,0.0,0,9,8,8,4.699999999999999,Medium Risk,Immediate academic support; Intensive counseling; Address attendance issues; Develop a structured daily schedule.,No immediate action needed.,Rahul Kapoor
Sanya Sharma,STU304,6.7,1.0,46.0,0.0,none,0.0,0,9,2,4,3.3999999999999995,Low Risk,Improve attendance; Consider academic advising; Explore time management strategies.,No immediate action needed.,Rohan Mehta
Amit Banerjee,STU305,8.9,4.0,51.0,0.0,none,0.0,0,7,8,0,3.3,Low Risk,Seek professional counseling; Improve attendance; Develop coping mechanisms for stress.,No immediate action needed.,Ananya Gupta
Suresh Trivedi,STU306,7.9,5.0,37.0,0.0,none,0.0,0,9,8,2,4.1,Medium Risk,Address attendance issues; Seek academic support;  Develop better time management and study habits; Consider counseling.,No immediate action needed.,Pooja Menon
Ayesha Desai,STU307,8.7,3.0,71.0,62227.0,medium,3.0,6,4,8,0,5.1000000000000005,Medium Risk,Financial aid exploration; Address internal struggles via counseling; Improve attendance; Develop time management strategies.,Action: Discuss fee installment plans or work-study options.,Siddharth Jain
Dev Reddy,STU308,5.0,2.0,50.0,136854.0,very_large,5.0,10,7,6,6,8.1,High Risk,Seek financial aid; Address academic challenges; Intensive counseling; Improve attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Manish Joshi
Ritika Menon,STU309,9.3,4.0,80.0,78458.0,medium,3.0,6,0,8,0,3.9000000000000004,Low Risk,Address internal struggles through therapy; Explore stress management techniques; Develop healthy coping mechanisms.,Action: Discuss fee installment plans or work-study options.,Sanya Khanna
Alok Saxena,STU310,5.9,3.0,70.0,52481.0,small,2.0,3,4,8,6,4.35,Medium Risk,Improve study habits; Address academic challenges; Seek counseling for internal issues; Improve attendance.,No immediate action needed.,Neha Choudhary
Amit Nair,STU311,9.3,6.0,57.0,115543.0,very_large,5.0,10,7,8,0,7.8,High Risk,Financial aid application; Seek professional counseling; Improve attendance; Develop effective coping strategies.,Urgent: Connect with financial aid office for grants/emergency funds.,Kunal Verma
Ananya Reddy,STU312,6.2,6.0,78.0,91468.0,large,4.0,8,0,8,4,5.2,Medium Risk,Explore financial aid options; Address academic weaknesses; Intensive counseling; Time management strategies.,Urgent: Connect with financial aid office for grants/emergency funds.,Nikita Iyer
Kabir Khanna,STU313,7.6,2.0,55.0,0.0,none,0.0,0,7,6,2,3.2,Low Risk,Seek academic support; Improve attendance; Explore stress management techniques; Consider counseling.,No immediate action needed.,Nikita Iyer
Priya Desai,STU314,9.3,0.0,52.0,62331.0,medium,3.0,6,7,0,0,4.800000000000001,Medium Risk,Explore financial aid; Improve attendance; Develop healthy coping mechanisms.,Action: Discuss fee installment plans or work-study options.,Sanya Khanna
Siddharth Rao,STU315,7.9,1.0,43.0,0.0,none,0.0,0,9,2,2,3.1999999999999997,Low Risk,Improve attendance; Develop effective study strategies; Explore time management techniques.,No immediate action needed.,Arjun Malhotra
Alok Choudhary,STU316,8.4,1.0,37.0,85725.0,large,4.0,8,9,2,0,6.6,Medium Risk,Explore financial aid options; Improve attendance; Develop effective coping strategies.,Urgent: Connect with financial aid office for grants/emergency funds.,Simran Kaur
Sahil Dutta,STU317,3.4,1.0,52.0,105146.0,very_large,5.0,10,7,2,8,7.699999999999999,High Risk,Seek financial aid; Address academic challenges; Develop effective time management.,Urgent: Connect with financial aid office for grants/emergency funds.,Neha Choudhary
Arjun Dutta,STU318,6.4,1.0,87.0,0.0,none,0.0,0,0,2,4,0.7,Low Risk,Improve study habits; Explore academic support resources; Focus on time management.,No immediate action needed.,Dev Patel
Ayesha Ganguly,STU319,4.1,0.0,62.0,0.0,none,0.0,0,7,0,8,2.9000000000000004,Low Risk,Improve study habits and time management; Consider academic tutoring; Address attendance issues.,No immediate action needed.,Pooja Menon
Nikhil Saxena,STU320,5.8,3.0,86.0,0.0,none,0.0,0,0,8,6,1.8,Low Risk,Seek counseling to address internal struggles; Develop time management strategies; Explore relaxation techniques.,No immediate action needed.,Manish Joshi
Anjali Patel,STU321,8.5,4.0,37.0,115364.0,very_large,5.0,10,9,8,0,8.399999999999999,High Risk,Seek financial aid; Address internal issues through counseling; Improve attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Aditya Rao
Suresh Iyer,STU322,8.1,2.0,63.0,100448.0,very_large,5.0,10,7,6,0,7.5,High Risk,Explore financial aid options; Seek counseling; Improve attendance; Develop effective coping strategies.,Urgent: Connect with financial aid office for grants/emergency funds.,Siddharth Jain
Kabir Rao,STU323,4.1,1.0,59.0,0.0,none,0.0,0,7,2,8,3.2,Low Risk,Improve study habits; Address attendance issues; Explore time management strategies.,No immediate action needed.,Aditya Rao
Rahul Kapoor,STU324,4.0,3.0,89.0,0.0,none,0.0,0,0,8,8,2.0,Low Risk,Seek counseling to address internal struggles; Develop effective study strategies; Explore time management.,No immediate action needed.,Siddharth Jain
Neha Trivedi,STU325,4.4,5.0,92.0,0.0,none,0.0,0,0,8,8,2.0,Low Risk,Seek counseling for internal issues; Improve study habits; Explore time management techniques.,No immediate action needed.,Sanya Khanna
Pooja Desai,STU326,7.1,1.0,40.0,92295.0,large,4.0,8,9,2,2,6.8,Medium Risk,Explore financial aid options; Improve attendance; Develop effective study strategies.,Urgent: Connect with financial aid office for grants/emergency funds.,Ananya Gupta
Sneha Ganguly,STU327,4.3,3.0,60.0,10679.0,very_small,1.0,1,7,8,8,4.55,Medium Risk,Improve study habits and time management; Seek counseling; Address attendance issues.,No immediate action needed.,Rohan Mehta
Ishita Iyer,STU328,9.2,3.0,57.0,62323.0,medium,3.0,6,7,8,0,6.000000000000001,Medium Risk,Explore financial aid; Address internal struggles through therapy; Improve attendance.,Action: Discuss fee installment plans or work-study options.,Isha Patel
Sahil Trivedi,STU329,6.9,0.0,36.0,117486.0,very_large,5.0,10,9,0,4,7.6,High Risk,Seek financial aid; Improve attendance; Develop effective study strategies.,Urgent: Connect with financial aid office for grants/emergency funds.,Sanya Khanna
Rohan Bose,STU330,7.5,6.0,77.0,94889.0,large,4.0,8,0,8,2,5.0,Medium Risk,Explore financial aid options; Address internal struggles; Develop better time management.,Urgent: Connect with financial aid office for grants/emergency funds.,Aarav Sharma
Ravi Choudhary,STU331,5.3,6.0,54.0,0.0,none,0.0,0,7,8,6,3.9,Low Risk,Seek counseling for internal issues; Improve study habits; Address attendance issues.,No immediate action needed.,Neha Choudhary
Meera Malhotra,STU332,6.3,3.0,58.0,89850.0,large,4.0,8,7,8,4,7.300000000000001,High Risk,Explore financial aid options; Address academic weaknesses; Intensive counseling; Improve attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Arjun Malhotra
Raj Desai,STU333,3.1,2.0,38.0,0.0,none,0.0,0,9,6,8,4.3999999999999995,Medium Risk,Improve study habits; Address attendance issues; Explore time management techniques.,No immediate action needed.,Tanya Bhatia
Ashwin Ganguly,STU334,3.2,1.0,57.0,89423.0,large,4.0,8,7,2,8,6.8,Medium Risk,Address academic challenges; Improve attendance; Develop effective study strategies.,Urgent: Connect with financial aid office for grants/emergency funds.,Siddharth Jain
Tanya Trivedi,STU335,3.1,0.0,53.0,113961.0,very_large,5.0,10,7,0,8,7.3999999999999995,High Risk,Seek financial aid; Address academic challenges; Develop effective time management.,Urgent: Connect with financial aid office for grants/emergency funds.,Pooja Menon
Divya Kapoor,STU336,4.7,5.0,92.0,68239.0,medium,3.0,6,0,8,8,4.7,Medium Risk,Address academic weaknesses; Seek counseling for internal issues; Explore stress management.,Action: Discuss fee installment plans or work-study options.,Kunal Verma
Abhay Banerjee,STU337,6.5,1.0,69.0,0.0,none,0.0,0,4,2,4,1.9,Low Risk,Improve study habits; Improve attendance; Explore time management strategies.,No immediate action needed.,Isha Patel
Gaurav Khanna,STU338,5.1,4.0,71.0,101730.0,very_large,5.0,10,4,8,6,7.5,High Risk,Seek financial aid; Address academic challenges; Intensive counseling; Improve attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Dev Patel
Simran Desai,STU339,3.9,5.0,92.0,127158.0,very_large,5.0,10,0,8,8,6.5,Medium Risk,Explore financial aid options; Address academic challenges; Seek counseling for internal issues.,Urgent: Connect with financial aid office for grants/emergency funds.,Neha Choudhary
Ashwin Choudhary,STU340,3.9,0.0,41.0,132523.0,very_large,5.0,10,9,0,8,7.999999999999999,High Risk,Seek financial aid; Improve attendance; Develop effective study strategies.,Urgent: Connect with financial aid office for grants/emergency funds.,Rohan Mehta
Ravi Nair,STU341,6.8,4.0,87.0,6304.0,very_small,1.0,1,0,8,4,2.05,Low Risk,Seek counseling; Develop effective study strategies; Explore time management techniques.,No immediate action needed.,Ananya Gupta
Jyoti Kulkarni,STU342,8.4,4.0,92.0,143180.0,very_large,5.0,10,0,8,0,5.7,Medium Risk,Seek financial aid; Address internal issues; Develop coping mechanisms.,Urgent: Connect with financial aid office for grants/emergency funds.,Pooja Menon
Nisha Khanna,STU343,4.1,1.0,54.0,0.0,none,0.0,0,7,2,8,3.2,Low Risk,Improve study habits; Address attendance issues; Explore time management strategies.,No immediate action needed.,Priya Nair
Ravi Mishra,STU344,4.6,6.0,37.0,1644.0,very_small,1.0,1,9,8,8,5.1499999999999995,Medium Risk,Improve study habits and time management; Seek counseling; Address attendance issues.,No immediate action needed.,Dev Patel
Alok Menon,STU345,4.5,1.0,47.0,0.0,none,0.0,0,9,2,8,3.8,Low Risk,Improve study habits; Address attendance issues; Explore time management strategies.,No immediate action needed.,Sanya Khanna
Manav Joshi,STU346,7.1,3.0,55.0,68435.0,medium,3.0,6,7,8,2,6.200000000000001,Medium Risk,Explore financial aid options; Address academic weaknesses; Intensive counseling; Improve attendance.,Action: Discuss fee installment plans or work-study options.,Simran Kaur
Sanya Rao,STU347,8.4,6.0,57.0,0.0,none,0.0,0,7,8,0,3.3,Low Risk,Seek counseling to address internal struggles; Improve attendance; Develop coping mechanisms.,No immediate action needed.,Meera Desai
Sanya Reddy,STU348,6.3,6.0,36.0,80394.0,large,4.0,8,9,8,4,7.9,High Risk,Explore financial aid options; Address academic weaknesses; Intensive counseling; Address attendance issues.,Urgent: Connect with financial aid office for grants/emergency funds.,Aarav Sharma
Ritika Desai,STU349,8.7,3.0,52.0,0.0,none,0.0,0,7,8,0,3.3,Low Risk,Seek counseling to address internal struggles; Improve attendance; Develop coping mechanisms.,No immediate action needed.,Nikita Iyer
Ravi Kulkarni,STU350,7.9,3.0,77.0,96365.0,large,4.0,8,0,8,2,5.0,Medium Risk,Explore financial aid options; Address internal struggles; Develop better time management.,Urgent: Connect with financial aid office for grants/emergency funds.,Arjun Malhotra
Harsh Das,STU351,4.9,0.0,76.0,40296.0,small,2.0,3,0,0,8,2.1500000000000004,Low Risk,Improve study habits and time management; Consider academic tutoring.,No immediate action needed.,Simran Kaur
Tanvi Das,STU352,3.4,6.0,88.0,1229.0,very_small,1.0,1,0,8,8,2.45,Low Risk,Seek counseling; Improve study habits and time management; Develop effective study strategies.,No immediate action needed.,Dev Patel
Aarav Ganguly,STU353,3.8,1.0,58.0,82475.0,large,4.0,8,7,2,8,6.8,Medium Risk,Address academic challenges; Improve attendance; Develop effective study strategies.,Urgent: Connect with financial aid office for grants/emergency funds.,Nikita Iyer
Aarav Reddy,STU354,5.5,4.0,44.0,27136.0,very_small,1.0,1,9,8,6,4.949999999999999,Medium Risk,Explore financial aid options; Address academic weaknesses; Intensive counseling; Address attendance issues.,No immediate action needed.,Arjun Malhotra
Shreya Rao,STU355,5.9,5.0,65.0,0.0,none,0.0,0,7,8,6,3.9,Low Risk,Seek counseling for internal issues; Improve study habits; Address attendance issues.,No immediate action needed.,Neha Choudhary
Rahul Ganguly,STU356,8.5,5.0,79.0,122443.0,very_large,5.0,10,0,8,0,5.7,Medium Risk,Seek financial aid; Address internal issues; Develop coping mechanisms.,Urgent: Connect with financial aid office for grants/emergency funds.,Rahul Kapoor
Suresh Banerjee,STU357,7.7,0.0,89.0,0.0,none,0.0,0,0,0,2,0.2,Low Risk,Improve study habits; Explore academic support resources; Focus on time management.,No immediate action needed.,Tanya Bhatia
Maya Kapoor,STU358,3.6,6.0,57.0,75122.0,medium,3.0,6,7,8,8,6.800000000000001,Medium Risk,Address academic weaknesses; Seek counseling for internal issues; Improve attendance.,Action: Discuss fee installment plans or work-study options.,Manish Joshi
Manav Kapoor,STU359,3.7,6.0,47.0,30176.0,very_small,1.0,1,9,8,8,5.1499999999999995,Medium Risk,Improve study habits and time management; Seek counseling; Address attendance issues.,No immediate action needed.,Vikram Singh
Nikhil Khanna,STU360,7.6,4.0,70.0,114012.0,very_large,5.0,10,4,8,2,7.1000000000000005,High Risk,Seek financial aid; Address internal issues; Improve attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Kunal Verma
Rahul Desai,STU361,4.8,6.0,65.0,59020.0,small,2.0,3,7,8,8,5.45,Medium Risk,Improve study habits and time management; Seek counseling; Address attendance issues.,No immediate action needed.,Dev Patel
Kunal Malhotra,STU362,4.3,1.0,46.0,0.0,none,0.0,0,9,2,8,3.8,Low Risk,Improve study habits; Address attendance issues; Explore time management strategies.,No immediate action needed.,Isha Patel
Maya Trivedi,STU363,3.7,0.0,65.0,101265.0,very_large,5.0,10,7,0,8,7.3999999999999995,High Risk,Seek financial aid; Address academic challenges; Develop effective time management.,Urgent: Connect with financial aid office for grants/emergency funds.,Priya Nair
Ashwin Bose,STU364,9.0,5.0,45.0,0.0,none,0.0,0,9,8,0,3.8999999999999995,Low Risk,Seek counseling to address internal struggles; Improve attendance; Develop coping mechanisms.,No immediate action needed.,Rohan Mehta
Ishita Dutta,STU365,4.1,6.0,69.0,146760.0,very_large,5.0,10,4,8,8,7.7,High Risk,Seek financial aid; Address academic challenges; Intensive counseling; Improve attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Aditya Rao
Suresh Das,STU366,6.0,3.0,58.0,0.0,none,0.0,0,7,8,6,3.9,Low Risk,Seek counseling for internal issues; Improve study habits; Address attendance issues.,No immediate action needed.,Ananya Gupta
Varun Rao,STU367,9.4,6.0,90.0,67942.0,medium,3.0,6,0,8,0,3.9000000000000004,Low Risk,Address internal struggles through therapy; Explore stress management techniques; Develop healthy coping mechanisms.,Action: Discuss fee installment plans or work-study options.,Kunal Verma
Maya Kulkarni,STU368,4.8,1.0,61.0,142228.0,very_large,5.0,10,7,2,8,7.699999999999999,High Risk,Seek financial aid options; Address internal struggles; Develop better time management.,Urgent: Connect with financial aid office for grants/emergency funds.,Rahul Kapoor
Ananya Trivedi,STU369,6.0,6.0,78.0,4343.0,very_small,1.0,1,0,8,6,2.25,Low Risk,Seek counseling; Develop effective study strategies; Explore time management techniques.,No immediate action needed.,Vikram Singh
Vivek Verma,STU370,8.5,4.0,59.0,98801.0,large,4.0,8,7,8,0,6.9,Medium Risk,Address internal struggles through therapy; Improve attendance; Develop coping mechanisms.,Urgent: Connect with financial aid office for grants/emergency funds.,Sanya Khanna
Sanya Nair,STU371,9.5,1.0,38.0,0.0,none,0.0,0,9,2,0,2.9999999999999996,Low Risk,Improve attendance; Develop effective study strategies; Explore time management techniques.,No immediate action needed.,Vikram Singh
Alok Gupta,STU372,4.1,1.0,88.0,148963.0,very_large,5.0,10,0,2,8,5.6,Medium Risk,Seek financial aid; Address academic challenges; Develop effective time management.,Urgent: Connect with financial aid office for grants/emergency funds.,Isha Patel
Ananya Nair,STU373,8.0,1.0,69.0,25184.0,very_small,1.0,1,4,2,2,2.15,Low Risk,Improve study habits; Improve attendance; Explore time management strategies.,No immediate action needed.,Rahul Kapoor
Varun Chopra,STU374,6.7,4.0,99.0,92738.0,large,4.0,8,0,8,4,5.2,Medium Risk,Explore financial aid options; Address internal struggles; Develop better time management.,Urgent: Connect with financial aid office for grants/emergency funds.,Aarav Sharma
Shreya Khanna,STU375,4.8,1.0,71.0,67264.0,medium,3.0,6,4,2,8,5.0,Medium Risk,Address academic weaknesses; Improve attendance; Explore time management strategies.,Action: Discuss fee installment plans or work-study options.,Tanya Bhatia
Payal Desai,STU376,4.4,5.0,71.0,83972.0,large,4.0,8,4,8,8,6.8,Medium Risk,Address academic challenges; Intensive counseling; Improve attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Siddharth Jain
Gaurav Bose,STU377,6.0,5.0,70.0,0.0,none,0.0,0,4,8,6,3.0,Low Risk,Seek counseling for internal issues; Improve study habits; Improve attendance.,No immediate action needed.,Neha Choudhary
Aarav Malhotra,STU378,3.8,5.0,54.0,101462.0,very_large,5.0,10,7,8,8,8.6,High Risk,Seek financial aid; Address academic challenges; Intensive counseling; Improve attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Neha Choudhary
Sanya Menon,STU379,4.0,3.0,86.0,75938.0,medium,3.0,6,0,8,8,4.7,Medium Risk,Address academic weaknesses; Seek counseling for internal issues; Explore stress management.,Action: Discuss fee installment plans or work-study options.,Neha Choudhary
Jyoti Das,STU380,9.1,4.0,58.0,123342.0,very_large,5.0,10,7,8,0,7.8,High Risk,Seek financial aid; Address internal issues; Improve attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Isha Patel
Vikas Bose,STU381,7.2,4.0,37.0,0.0,none,0.0,0,9,8,2,4.1,Medium Risk,Seek counseling to address internal struggles; Improve attendance; Develop coping mechanisms.,No immediate action needed.,Manish Joshi
Maya Ganguly,STU382,7.0,0.0,52.0,84242.0,large,4.0,8,7,0,4,6.1000000000000005,Medium Risk,Explore financial aid options; Improve attendance; Develop effective coping strategies.,Urgent: Connect with financial aid office for grants/emergency funds.,Rohan Mehta
Abhay Kulkarni,STU383,3.3,6.0,67.0,144781.0,very_large,5.0,10,4,8,8,7.7,High Risk,Seek financial aid; Address academic challenges; Intensive counseling; Improve attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Rohan Mehta
Abhay Dutta,STU384,7.4,4.0,100.0,0.0,none,0.0,0,0,8,2,1.4,Low Risk,Seek counseling to address internal struggles; Develop better time management.,No immediate action needed.,Ananya Gupta
Jyoti Dutta,STU385,5.4,2.0,80.0,57379.0,small,2.0,3,0,6,6,2.85,Low Risk,Improve study habits; Seek counseling; Explore time management strategies.,No immediate action needed.,Kunal Verma
Maya Sharma,STU386,7.2,6.0,56.0,140738.0,very_large,5.0,10,7,8,2,8.0,High Risk,Seek financial aid; Address internal issues; Improve attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Ananya Gupta
